IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_long_parameters_list
175,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.xy,XYStepRenderer,"drawItem(Graphics2D, XYItemRendererState, Rectangle2D, PlotRenderingInfo, XYPlot, ValueAxis, ValueAxis, XYDataset, int, int, CrosshairState, int)",12.0,0.0,3.0,2.0,0.0,4.0,112.0,14.0,0.0,31.0,0.0,34.0,0.0,4.0,23.0,0.0,0.0,9.0,0.0,0.444444444444444,4.0,1.0,0.0,9.0,4.0,3.0,5.0,8.0,2.0,282.0,4.0,267.0,247.0,224.0,0.4,0.0,33.0,377.0,0.0,31.0,0.875,0.875,28.0,3.44444444444444,3.5,42.0,502.0,2.0,18042.0,690.0,69,960,103,11810,10192,247421,true
176,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.renderer.xy,XYBubbleRenderer,"drawItem(Graphics2D, XYItemRendererState, Rectangle2D, PlotRenderingInfo, XYPlot, ValueAxis, ValueAxis, XYDataset, int, int, CrosshairState, int)",12.0,0.0,2.0,1.0,0.0,4.0,102.0,14.0,0.0,30.0,0.0,32.0,0.5,6.0,30.0,2.0,0.0,11.0,0.0,0.545454545454545,2.0,0.0,0.0,7.0,3.0,8.0,9.0,7.0,5.0,238.0,3.0,266.0,266.0,312.0,0.1,4.0,33.0,335.0,0.0,31.0,1.03333333333333,0.636363636363636,31.0,4.42857142857143,4.42857142857143,42.0,502.0,2.0,18042.0,690.0,69,960,103,11810,10192,247421,true
193,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.axis,PeriodAxisLabelInfo,"PeriodAxisLabelInfo(Class, DateFormat, RectangleInsets, Font, Paint, boolean, Stroke, Paint)",8.0,1.0,0.0,0.0,1.0,2.0,36.0,8.0,0.0,8.0,0.0,16.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,2.0,0.0,0.0,17.0,14.0,0.0,1.0,331.0,331.0,0.0,0.17948717948718,5.0,1.0,17.0,0.0,35.0,0.950892857142857,0.75,35.0,2.05882352941176,2.05882352941176,48.0,640.0,2.0,19667.0,781.0,69,960,103,11810,10192,247421,true
200,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,CategoryPlot,"drawRangeCrosshair(Graphics2D, Rectangle2D, PlotOrientation, double, ValueAxis, Stroke, Paint)",7.0,0.0,1.0,1.0,0.0,2.0,25.0,3.0,0.0,10.0,0.0,11.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,0.666666666666667,7.0,68.0,0.0,213.0,7.0,19.0,27.0,145.0,59.0,56.0,2.0,4827.0,3636.0,34819.0,0.0223816355810617,8.0,46.0,373.0,2.0,576.0,0.98433002878158,0.623762376237624,447.0,2.70422535211268,3.08275862068966,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,true
202,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,XYPlot,"drawDomainCrosshair(Graphics2D, Rectangle2D, PlotOrientation, double, ValueAxis, Stroke, Paint)",7.0,0.0,1.0,1.0,0.0,3.0,24.0,3.0,0.0,10.0,0.0,11.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,0.666666666666667,7.0,70.0,0.0,222.0,6.0,18.0,28.0,152.0,62.0,57.0,2.0,5381.0,4111.0,44777.0,0.0220386872419039,5.0,43.0,384.0,2.0,682.0,0.983360093417019,0.63768115942029,539.0,3.07207207207207,3.54605263157895,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,true
28480,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups,Channel,"getProtocolStack()",0.0,2.0,?,?,4.0,0.0,1.0,1.0,0.0,0.0,0.0,?,?,0.0,0.0,?,0.0,0.0,0.0,0.0,1.0,10.0,0.0,60.0,?,2.0,5.0,50.0,11.0,?,1.0,576.0,492.0,38.0,0.0101694915254237,7.0,12.0,67.0,1.0,84.0,0.987673343605547,?,71.0,1.4,1.42,31.0,348.0,12.0,5792.0,436.0,21,1093,80,8798,7670,126255,false
28554,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups,View,"View(ViewId, Vector)",2.0,10.0,0.0,0.0,11.0,1.0,4.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,23.0,3.0,3.0,2.0,21.0,4.0,0.0,1.0,296.0,282.0,218.0,0.736842105263158,0.0,4.0,39.0,1.0,51.0,0.670454545454545,0.91304347826087,49.0,2.21739130434783,2.33333333333333,31.0,348.0,12.0,5792.0,436.0,21,1093,80,8798,7670,126255,false
28829,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.demos,QuoteClient,"printAllStocks()",0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,18.0,0.0,2.0,6.0,17.0,15.0,517.0,5.0,236.0,231.0,204.0,0.00952380952380952,0.0,8.0,28.0,0.0,40.0,0.984313725490196,0.9375,39.0,2.22222222222222,2.29411764705882,64.0,260.0,0.0,5974.0,288.0,21,1093,80,8798,7670,126255,false
29496,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,Cache.Reaper,"run()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,6.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
29802,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,RequestCorrelator,"start()",0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,33.0,0.0,17.0,17.0,26.0,9.0,0.0,1.0,753.0,705.0,1110.0,0.103896103896104,0.0,18.0,82.0,1.0,96.0,0.923611111111111,0.758620689655172,87.0,2.90909090909091,3.34615384615385,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
30324,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,SingletonAddress,"writeTo(DataOutputStream)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,14.0,2.0,0.0,0.0,12.0,3.0,0.0,1.0,88.0,78.0,0.0,0.136363636363636,0.0,1.0,14.0,0.0,28.0,0.871794871794872,0.857142857142857,26.0,2.0,2.16666666666667,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,false
30350,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,SocketFactory,"close(DatagramSocket)",1.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,?,0.0,0.0,20.0,0.0,?,?,39.0,39.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,1.0,1.0,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,false
30928,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,AckCollector,"waitForAllAcks(Object)",0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,2.0,16.0,4.0,0.0,1.0,114.0,114.0,50.0,0.285714285714286,0.0,4.0,22.0,0.0,23.0,0.783333333333333,1.0,23.0,1.4375,1.4375,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,false
31523,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,FD_SOCK,"setLogSuspectedMessages(boolean)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,35.0,6.0,24.0,13.0,33.0,32.0,31.0,2.0,1121.0,1112.0,1976.0,0.148148148148148,0.0,22.0,120.0,0.0,147.0,0.953125,0.888888888888889,145.0,4.2,4.39393939393939,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
31695,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,AUTH,"getConfigurableObjects(List)",0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,4.0,10.0,9.0,8.0,2.0,33.0,2.0,189.0,173.0,246.0,1.0,0.0,21.0,75.0,0.0,40.0,0.666666666666667,0.833333333333333,37.0,4.0,4.625,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
31990,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,DISCARD,"setDropDownUnicasts(int)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,25.0,6.0,7.0,7.0,14.0,13.0,31.0,2.0,399.0,338.0,247.0,0.206521739130435,0.0,12.0,80.0,0.0,67.0,0.894230769230769,0.541666666666667,55.0,2.68,3.92857142857143,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
32289,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,UNICAST2,"printConnections()",0.0,0.0,0.0,0.0,0.0,3.0,18.0,5.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,15.0,4.0,41.0,7.0,17.0,13.0,26.0,17.0,30.0,2.0,931.0,829.0,2032.0,0.102272727272727,1.0,18.0,136.0,0.0,153.0,0.913235294117647,0.53125,130.0,3.73170731707317,5.0,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
32327,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,UNICAST2.Unicast2Header,"toString(StringBuilder)",0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,3.0,0.0,13.0,9.0,1.0,2.0,125.0,120.0,0.0,0.654545454545455,4.0,1.0,15.0,0.0,32.0,0.709401709401709,0.6875,31.0,2.28571428571429,2.38461538461538,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
33179,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.conf,PropertyConverters.InitialHosts,"toString(Object)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,16.0,16.0,12.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,17.0,78.0,2.0,1677.0,87.0,21,1093,80,8798,7670,126255,false
33247,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.auth,MD5Token,"setAuthValue(String)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,2.0,8.0,3.0,3.0,2.0,111.0,91.0,102.0,0.392857142857143,0.0,6.0,23.0,0.0,24.0,0.848484848484848,0.636363636363636,20.0,2.0,2.5,5.0,28.0,0.0,472.0,39.0,21,1093,80,8798,7670,126255,false
2274,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks.mux,MuxMessageDispatcher,"MuxMessageDispatcher(short, Channel, MessageListener, MembershipListener, RequestHandler)",5.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,5.0,0.0,15.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,5.0,7.0,1.0,27.0,2.0,55.0,55.0,51.0,0.5,0.0,31.0,73.0,0.0,12.0,0.666666666666667,1.0,12.0,1.71428571428571,1.71428571428571,7.0,42.0,1.0,398.0,47.0,21,1093,80,8798,7670,126255,true
2290,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols.pbcast,ClientGmsImpl,"joinInternal(Address, boolean, boolean)",3.0,0.0,14.0,7.0,0.0,5.0,145.0,39.0,0.0,18.0,0.0,36.0,0.222222222222222,13.0,48.0,4.0,0.0,32.0,0.0,0.40625,0.0,0.0,0.0,12.0,2.0,22.0,14.0,12.0,1.0,19.0,2.0,329.0,329.0,785.0,0.0476190476190476,0.0,20.0,89.0,0.0,74.0,0.818181818181818,1.0,74.0,6.16666666666667,6.16666666666667,45.0,313.0,0.0,8348.0,385.0,21,1093,80,8798,7670,126255,false
2301,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols.pbcast,Merger,"sendMergeResponse(Address, View, Digest, MergeId)",4.0,0.0,10.0,5.0,0.0,1.0,11.0,2.0,0.0,6.0,0.0,19.0,0.166666666666667,5.0,14.0,2.0,0.0,10.0,0.0,0.5,0.0,1.0,2.0,22.0,0.0,29.0,18.0,21.0,9.0,0.0,1.0,715.0,703.0,3136.0,0.484848484848485,0.0,20.0,77.0,0.0,84.0,0.80952380952381,0.888888888888889,83.0,3.81818181818182,3.95238095238095,45.0,313.0,0.0,8348.0,385.0,21,1093,80,8798,7670,126255,false
2318,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols.pbcast,NAKACK,"createNakReceiverWindow(Address, long, long)",3.0,0.0,4.0,1.0,0.0,2.0,20.0,4.0,0.0,4.0,0.0,21.0,0.692307692307692,4.0,8.0,9.0,0.0,8.0,0.0,0.5,3.0,20.0,5.0,74.0,9.0,49.0,19.0,54.0,51.0,28.0,2.0,1770.0,1616.0,7157.0,0.0720779220779221,0.0,25.0,189.0,0.0,301.0,0.968036529680365,0.678571428571429,266.0,4.06756756756757,4.92592592592593,45.0,313.0,0.0,8348.0,385.0,21,1093,80,8798,7670,126255,false
2344,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups,Version,"encode(int, int, int)",3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,12.0,0.0,1.0,102.0,102.0,0.0,0.222222222222222,7.0,0.0,9.0,0.0,11.0,0.864583333333333,0.5625,11.0,1.22222222222222,1.22222222222222,31.0,348.0,12.0,5792.0,436.0,21,1093,80,8798,7670,126255,true
2380,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,DistributedLockManager,"unlock(Object, Object, long)",3.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,4.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,24.0,0.0,4.0,19.0,23.0,12.0,0.0,1.0,768.0,760.0,1078.0,0.287878787878788,0.0,16.0,64.0,0.0,101.0,0.898550724637681,1.0,99.0,4.20833333333333,4.30434782608696,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
2398,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,GridFilesystem,"getOutput(String, boolean, short, int)",4.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,5.0,0.0,6.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,2.0,5.0,15.0,4.0,0.0,1.0,98.0,98.0,134.0,0.41025641025641,0.0,5.0,26.0,0.0,22.0,0.75,1.0,22.0,1.46666666666667,1.46666666666667,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
2419,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,GridOutputStream,"write(byte[], int, int)",3.0,0.0,0.0,0.0,0.0,3.0,16.0,3.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,4.0,9.0,9.0,3.0,2.0,98.0,98.0,32.0,0.3,0.0,4.0,15.0,0.0,14.0,0.819444444444444,1.0,14.0,1.55555555555556,1.55555555555556,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
2421,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,ConnectionTable,"ConnectionTable(Receiver, InetAddress, InetAddress, int, int)",5.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,5.0,0.0,11.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,7.0,10.0,0.0,36.0,2.0,325.0,325.0,286.0,0.0,0.0,14.0,83.0,0.0,60.0,0.0,1.0,60.0,6.0,6.0,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,true
2422,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,BasicConnectionTable,"receive(Address, byte[], int, int)",4.0,2.0,0.0,0.0,2.0,2.0,7.0,3.0,0.0,4.0,0.0,6.0,1.0,2.0,6.0,2.0,0.0,3.0,0.0,0.666666666666667,0.0,22.0,4.0,38.0,?,2.0,11.0,16.0,31.0,?,1.0,823.0,715.0,548.0,0.0705705705705706,0.0,10.0,61.0,2.0,72.0,0.981691368788143,?,49.0,1.89473684210526,3.0625,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
2426,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,BasicConnectionTable.Connection,"_send(byte[], int, int, boolean)",4.0,1.0,1.0,1.0,1.0,2.0,19.0,6.0,0.0,6.0,0.0,8.0,0.666666666666667,1.0,4.0,2.0,0.0,2.0,0.0,0.5,1.0,3.0,1.0,20.0,1.0,8.0,8.0,17.0,11.0,0.0,1.0,401.0,379.0,790.0,0.183823529411765,0.0,8.0,48.0,1.0,74.0,0.913875598086124,1.0,69.0,3.7,4.05882352941176,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
2437,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,RpcDispatcher,"RpcDispatcher(Channel, MessageListener, MembershipListener, Object, boolean, boolean)",6.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,6.0,0.0,6.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,10.0,3.0,46.0,2.0,14.0,12.0,36.0,5.0,29.0,2.0,545.0,492.0,2913.0,0.0573170731707317,0.0,37.0,166.0,1.0,105.0,0.924444444444445,0.777777777777778,90.0,2.28260869565217,2.5,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,true
2453,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,RpcDispatcher.Marshaller2,"objectFromByteBuffer(byte[], int, int)",3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,?,0.0,0.0,2.0,0.0,?,?,16.0,16.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
2476,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,ReplicatedMap,"_replace(Serializable, Serializable, Serializable)",3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,?,0.0,0.0,8.0,0.0,?,?,17.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,8.0,1.0,1.0,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,true
2503,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,ConnectionTableNIO.WriteHandler,"write(SocketChannel, ByteBuffer, MyFuture, SelectorWriteHandler)",4.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,4.0,9.0,5.0,0.0,1.0,220.0,220.0,142.0,1.0,0.0,7.0,25.0,0.0,40.0,0.9,1.0,40.0,4.44444444444444,4.44444444444444,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
2604,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,Proxy,"Proxy(InetAddress, int, InetAddress, int, boolean, boolean)",6.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,6.0,0.0,12.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,3.0,21.0,10.0,0.0,1.0,787.0,787.0,162.0,0.0350877192982456,0.0,0.0,25.0,0.0,86.0,0.97,1.0,86.0,4.0952380952381,4.0952380952381,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,true
2613,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,JUnitXMLReporter,"print(PrintStream, String, String, String)",4.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,2.0,21.0,14.0,23.0,2.0,425.0,425.0,108.0,0.2,1.0,1.0,25.0,0.0,68.0,0.964285714285714,0.9,68.0,3.23809523809524,3.23809523809524,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,true
2674,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,S3_PING.ListBucketResponse.ListBucketHandler,"endElement(String, String, String)",3.0,0.0,9.0,3.0,0.0,3.0,63.0,21.0,0.0,4.0,0.0,25.0,0.608695652173913,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,9.0,3.0,15.0,14.0,15.0,2.0,150.0,150.0,78.0,0.131868131868132,0.0,3.0,18.0,0.0,38.0,0.933673469387755,1.0,38.0,2.53333333333333,2.53333333333333,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,true
2739,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,TCPGOSSIP,"connect(RouterStub, String, Address)",3.0,0.0,1.0,1.0,0.0,2.0,17.0,6.0,0.0,7.0,0.0,12.0,0.8,5.0,19.0,4.0,0.0,9.0,0.0,0.555555555555556,0.0,2.0,0.0,13.0,6.0,11.0,9.0,11.0,5.0,51.0,3.0,214.0,199.0,635.0,0.666666666666667,0.0,32.0,131.0,0.0,49.0,0.8,0.818181818181818,45.0,3.76923076923077,4.09090909090909,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
2805,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,RangeBasedRetransmitter.RangeTask,"RangeTask(Seqno, Interval, RetransmitCommand, Address)",4.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,3.0,1.0,6.0,2.0,25.0,25.0,20.0,1.0,0.0,9.0,16.0,0.0,5.0,0.5,1.0,5.0,1.66666666666667,1.66666666666667,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
2821,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,GossipRouter,"route(Address, String, byte[])",3.0,1.0,0.0,0.0,1.0,3.0,33.0,10.0,0.0,5.0,0.0,7.0,0.5,1.0,8.0,1.0,0.0,4.0,0.0,0.25,0.0,16.0,6.0,45.0,0.0,1.0,11.0,29.0,29.0,0.0,1.0,948.0,868.0,728.0,0.0473118279569892,11.0,10.0,72.0,0.0,139.0,0.972570532915361,0.41304347826087,123.0,3.08888888888889,4.24137931034483,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
212,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.demos,MemcachedServer,"start(String, InetAddress, int, int, int, long, long, boolean, boolean, int, long, int, long)",13.0,0.0,3.0,1.0,0.0,3.0,47.0,8.0,0.0,16.0,0.0,30.0,0.5,4.0,18.0,3.0,0.0,17.0,0.0,0.235294117647059,0.0,0.0,1.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,1.0,136.0,136.0,72.0,1.0,0.0,4.0,20.0,0.0,25.0,1.0,1.0,25.0,8.33333333333333,8.33333333333333,64.0,260.0,0.0,5974.0,288.0,21,1093,80,8798,7670,126255,true
213,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.demos,Draw,"Draw(String, boolean, boolean, boolean, long, boolean, boolean, String)",8.0,0.0,2.0,1.0,0.0,1.0,18.0,4.0,0.0,8.0,0.0,20.0,0.75,2.0,4.0,6.0,0.0,5.0,0.0,0.4,2.0,5.0,1.0,29.0,8.0,7.0,8.0,24.0,18.0,5.0,2.0,642.0,593.0,998.0,0.16304347826087,0.0,9.0,68.0,0.0,82.0,0.952380952380952,0.833333333333333,72.0,2.82758620689655,3.0,64.0,260.0,0.0,5974.0,288.0,21,1093,80,8798,7670,126255,true
