IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
161,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,PiePlot3D,"drawSide(Graphics2D, Rectangle2D, Arc2D, Area, Area, Paint, Paint, Stroke, boolean, boolean)",10.0,0.0,0.0,0.0,0.0,6.0,361.0,43.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0,3.0,9.0,9.0,10.0,3.0,195.0,3.0,910.0,877.0,551.0,0.321428571428571,0.0,38.0,287.0,0.0,85.0,0.878787878787879,0.777777777777778,83.0,7.08333333333333,8.3,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,true
162,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,RingPlot,"drawItem(Graphics2D, int, Rectangle2D, PiePlotState, int)",5.0,0.0,1.0,1.0,0.0,6.0,122.0,17.0,0.0,37.0,0.0,46.0,0.857142857142857,7.0,35.0,6.0,0.0,12.0,0.0,0.583333333333333,2.0,6.0,0.0,21.0,4.0,2.0,7.0,15.0,7.0,194.0,3.0,480.0,383.0,573.0,0.258333333333333,0.0,38.0,295.0,0.0,48.0,0.85,0.625,40.0,2.28571428571429,2.66666666666667,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,true
164,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,CategoryPlot,"getLegendItems()",0.0,2.0,0.0,0.0,2.0,7.0,25.0,7.0,0.0,8.0,0.0,10.0,1.0,3.0,8.0,2.0,0.0,4.0,0.0,0.75,7.0,68.0,0.0,213.0,7.0,19.0,27.0,145.0,59.0,56.0,2.0,4827.0,3636.0,34819.0,0.0223816355810617,8.0,46.0,373.0,2.0,576.0,0.98433002878158,0.623762376237624,447.0,2.70422535211268,3.08275862068966,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,false
165,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,CategoryPlot,"render(Graphics2D, Rectangle2D, int, PlotRenderingInfo, CategoryCrosshairState)",5.0,0.0,1.0,1.0,0.0,7.0,60.0,13.0,0.0,18.0,0.0,22.0,0.666666666666667,4.0,12.0,2.0,0.0,7.0,0.0,0.571428571428571,7.0,68.0,0.0,213.0,7.0,19.0,27.0,145.0,59.0,56.0,2.0,4827.0,3636.0,34819.0,0.0223816355810617,8.0,46.0,373.0,2.0,576.0,0.98433002878158,0.623762376237624,447.0,2.70422535211268,3.08275862068966,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,true
168,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,XYPlot,"render(Graphics2D, Rectangle2D, int, PlotRenderingInfo, CrosshairState)",5.0,0.0,1.0,1.0,0.0,6.0,83.0,16.0,0.0,20.0,0.0,21.0,0.0,7.0,24.0,0.0,0.0,12.0,0.0,0.583333333333333,7.0,70.0,0.0,222.0,6.0,18.0,28.0,152.0,62.0,57.0,2.0,5381.0,4111.0,44777.0,0.0220386872419039,5.0,43.0,384.0,2.0,682.0,0.983360093417019,0.63768115942029,539.0,3.07207207207207,3.54605263157895,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,true
169,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.chart.plot,XYPlot,"getDataRange(ValueAxis)",1.0,2.0,0.0,0.0,2.0,6.0,99.0,20.0,0.0,17.0,0.0,19.0,1.0,5.0,16.0,1.0,0.0,9.0,0.0,0.555555555555556,7.0,70.0,0.0,222.0,6.0,18.0,28.0,152.0,62.0,57.0,2.0,5381.0,4111.0,44777.0,0.0220386872419039,5.0,43.0,384.0,2.0,682.0,0.983360093417019,0.63768115942029,539.0,3.07207207207207,3.54605263157895,46.0,1076.0,5.0,33993.0,1556.0,69,960,103,11810,10192,247421,true
171,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.jdbc,JDBCXYDataset,"executeQuery(String)",2.0,0.0,0.0,0.0,0.0,7.0,190.0,51.0,0.0,18.0,0.0,22.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,20.0,0.0,0.0,1.0,19.0,6.0,16.0,4.0,485.0,474.0,31.0,0.175,0.0,8.0,41.0,0.0,73.0,0.885964912280702,0.947368421052632,72.0,3.65,3.78947368421053,3.0,31.0,0.0,883.0,33.0,69,960,103,11810,10192,247421,true
172,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.jdbc,JDBCCategoryDataset,"executeQuery(Connection,String)",2.0,0.0,0.0,0.0,0.0,7.0,110.0,28.0,0.0,15.0,0.0,19.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,6.0,3.0,32.0,3.0,226.0,215.0,9.0,0.5,0.0,9.0,65.0,0.0,35.0,0.944444444444444,0.857142857142857,34.0,5.0,5.66666666666667,3.0,31.0,0.0,883.0,33.0,69,960,103,11810,10192,247421,true
173,/mnt/qualitas/qualitas_corpus_compile/jfreechart-1.0.13,org.jfree.data.general,DatasetUtilities,"iterateRangeBounds(CategoryDataset, boolean)",2.0,0.0,0.0,0.0,0.0,6.0,46.0,14.0,0.0,13.0,0.0,13.0,0.0,3.0,12.0,0.0,0.0,6.0,0.0,0.5,0.0,0.0,0.0,52.0,0.0,1.0,25.0,52.0,0.0,0.0,1.0,1968.0,1968.0,6872.0,0.0,0.0,27.0,108.0,0.0,315.0,0.0,1.0,315.0,6.05769230769231,6.05769230769231,19.0,225.0,11.0,4955.0,245.0,69,960,103,11810,10192,247421,false
29373,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols.pbcast,NAKACK,"getMaxXmitSize()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,5.0,74.0,9.0,49.0,19.0,54.0,51.0,28.0,2.0,1770.0,1616.0,7157.0,0.0720779220779221,0.0,25.0,189.0,0.0,301.0,0.968036529680365,0.678571428571429,266.0,4.06756756756757,4.92592592592593,45.0,313.0,0.0,8348.0,385.0,21,1093,80,8798,7670,126255,false
29928,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups,JChannelFactory,"isExposeProtocols()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,43.0,0.0,0.0,10.0,27.0,12.0,0.0,1.0,603.0,420.0,1266.0,0.0570409982174688,0.0,10.0,73.0,0.0,86.0,0.952380952380952,0.58974358974359,61.0,2.0,2.25925925925926,31.0,348.0,12.0,5792.0,436.0,21,1093,80,8798,7670,126255,false
30126,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.demos,DrawRepl,"windowIconified(WindowEvent)",1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,0.0,1.0,4.0,21.0,20.0,0.0,1.0,315.0,315.0,188.0,0.0409356725146199,0.0,5.0,26.0,0.0,50.0,0.995,1.0,50.0,2.38095238095238,2.38095238095238,64.0,260.0,0.0,5974.0,288.0,21,1093,80,8798,7670,126255,false
30224,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.demos,ReplicatedTreeDemo.ReplicatedTreeView.ExitAction,"actionPerformed(ActionEvent)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,64.0,260.0,0.0,5974.0,288.0,21,1093,80,8798,7670,126255,false
30615,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,TwoPhaseVotingAdapter.TwoPhaseWrapper,"commit()",0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,12.0,1.0,0.0,0.0,8.0,5.0,0.0,1.0,29.0,17.0,0.0,0.178571428571429,0.0,0.0,12.0,0.0,12.0,0.890909090909091,0.777777777777778,8.0,1.0,1.0,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
31001,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,DistributedTree,"getLocalAddress()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,3.0,47.0,0.0,1.0,13.0,41.0,12.0,0.0,1.0,734.0,666.0,2944.0,0.108527131782946,0.0,13.0,78.0,0.0,136.0,0.931159420289855,0.846153846153846,121.0,2.8936170212766,2.95121951219512,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
31077,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,ReplicatedHashMap,"addNotifier(Notification)",1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,62.0,4.0,26.0,19.0,54.0,22.0,12.0,2.0,1140.0,1060.0,9160.0,0.0,0.0,21.0,114.0,0.0,175.0,1.01639344262295,0.864406779661017,160.0,2.82258064516129,2.96296296296296,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
31220,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,MemcachedConnector,"setCache(PartitionedHashMap)",1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,19.0,0.0,0.0,2.0,4.0,14.0,0.0,1.0,362.0,281.0,14.0,0.176470588235294,0.0,2.0,22.0,0.0,28.0,0.936507936507937,0.210526315789474,12.0,1.47368421052632,3.0,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
31255,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,GridFile,"getPath()",0.0,2.0,0.0,0.0,2.0,2.0,9.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,30.0,12.0,0.0,5.0,26.0,5.0,40.0,2.0,374.0,341.0,742.0,0.283333333333333,0.0,5.0,43.0,0.0,74.0,0.855172413793104,0.823529411764706,66.0,2.46666666666667,2.53846153846154,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
31326,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,ConnectionTableNIO,"ConnectionTableNIO(Receiver,InetAddress,InetAddress,long,long,int,int)",7.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,7.0,0.0,16.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,14.0,12.0,27.0,2.0,4.0,14.0,13.0,19.0,35.0,2.0,1469.0,1413.0,542.0,0.0904761904761905,0.0,15.0,103.0,0.0,99.0,0.951417004048583,0.391304347826087,85.0,3.66666666666667,6.53846153846154,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
31528,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,PartitionedHashMap,"getLocalAddress()",0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,40.0,1.0,24.0,14.0,32.0,18.0,0.0,1.0,593.0,549.0,1815.0,0.0,0.0,15.0,75.0,0.0,78.0,1.02564102564103,0.783783783783784,68.0,1.95,2.125,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
31590,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.mux,MuxChannel,"getAddress()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,29.0,20.0,4.0,10.0,24.0,5.0,116.0,3.0,387.0,362.0,2324.0,0.621693121693122,0.0,50.0,277.0,0.0,88.0,0.792857142857143,0.88,83.0,3.03448275862069,3.45833333333333,6.0,85.0,0.0,1693.0,96.0,21,1093,80,8798,7670,126255,false
31908,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,Util,"leftMembers(View,View)",2.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,218.0,0.0,37.0,34.0,218.0,22.0,0.0,1.0,3856.0,3856.0,35562.0,0.00041405962458594,1.0,40.0,314.0,0.0,774.0,0.991202346041056,0.995238095238095,774.0,3.55045871559633,3.55045871559633,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,false
32107,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,UnmodifiableVector,"listIterator()",0.0,0.0,0.0,0.0,0.0,2.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,45.0,15.0,0.0,3.0,43.0,1.0,45.0,4.0,258.0,248.0,18.0,0.267441860465116,0.0,0.0,48.0,0.0,45.0,0.5,0.955555555555556,43.0,1.0,1.0,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,false
32309,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,SeqnoTable.Entry,"Entry(long)",1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,51.0,41.0,0.0,0.833333333333333,0.0,0.0,5.0,0.0,10.0,0.583333333333333,0.5,8.0,2.0,2.66666666666667,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,false
33353,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,STATS,"getReceivedMessages()",0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,18.0,4.0,7.0,5.0,6.0,6.0,33.0,2.0,178.0,130.0,34.0,0.025,0.0,16.0,69.0,0.0,33.0,0.598039215686275,0.25,21.0,1.83333333333333,3.5,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
34064,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.persistence,CannotCreateSchemaException,"toString()",0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,14.0,3.0,32.0,32.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.33333333333333,1.0,2.0,1.0,1.0,8.0,58.0,1.0,1223.0,59.0,21,1093,80,8798,7670,126255,false
34412,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,GossipRouter,"setLingerTimeout(long)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,45.0,0.0,1.0,11.0,29.0,29.0,0.0,1.0,948.0,868.0,728.0,0.0473118279569892,11.0,10.0,72.0,0.0,139.0,0.972570532915361,0.41304347826087,123.0,3.08888888888889,4.24137931034483,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
34463,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,NakReceiverWindow,"getSmoothedLossRate()",0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,34.0,1.0,3.0,7.0,24.0,15.0,0.0,1.0,585.0,499.0,704.0,0.302955665024631,0.0,10.0,52.0,0.0,89.0,0.886868686868687,0.6875,79.0,2.61764705882353,3.29166666666667,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
407,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols.pbcast,ClientGmsImpl,"joinInternal(Address, boolean, boolean)",3.0,0.0,14.0,7.0,0.0,5.0,145.0,39.0,0.0,18.0,0.0,36.0,0.222222222222222,13.0,48.0,4.0,0.0,32.0,0.0,0.40625,0.0,0.0,0.0,12.0,2.0,22.0,14.0,12.0,1.0,19.0,2.0,329.0,329.0,785.0,0.0476190476190476,0.0,20.0,89.0,0.0,74.0,0.818181818181818,1.0,74.0,6.16666666666667,6.16666666666667,45.0,313.0,0.0,8348.0,385.0,21,1093,80,8798,7670,126255,true
409,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols.pbcast,STREAMING_STATE_TRANSFER.StateProviderThreadSpawner,"run()",0.0,0.0,1.0,1.0,0.0,5.0,30.0,7.0,0.0,2.0,0.0,7.0,0.8,2.0,10.0,4.0,0.0,5.0,0.0,0.4,1.0,1.0,1.0,4.0,0.0,3.0,5.0,3.0,5.0,0.0,1.0,85.0,80.0,66.0,0.333333333333333,0.0,6.0,12.0,0.0,17.0,0.733333333333333,0.75,16.0,4.25,5.33333333333333,45.0,313.0,0.0,8348.0,385.0,21,1093,80,8798,7670,126255,false
417,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups,JChannelFactory,"parse(Element,boolean)",2.0,0.0,0.0,0.0,0.0,5.0,65.0,13.0,0.0,18.0,0.0,24.0,1.0,3.0,10.0,6.0,0.0,5.0,0.0,0.6,1.0,16.0,1.0,43.0,0.0,0.0,10.0,27.0,12.0,0.0,1.0,603.0,420.0,1266.0,0.0570409982174688,0.0,10.0,73.0,0.0,86.0,0.952380952380952,0.58974358974359,61.0,2.0,2.25925925925926,31.0,348.0,12.0,5792.0,436.0,21,1093,80,8798,7670,126255,true
420,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.demos,TotalOrder.ReceiverThread,"run()",0.0,0.0,7.0,4.0,0.0,5.0,44.0,9.0,0.0,7.0,0.0,21.0,0.222222222222222,7.0,16.0,2.0,0.0,12.0,0.0,0.583333333333333,0.0,0.0,0.0,2.0,1.0,7.0,7.0,2.0,2.0,44.0,2.0,55.0,55.0,32.0,1.0,0.0,10.0,14.0,0.0,10.0,0.5,1.0,10.0,5.0,5.0,64.0,260.0,0.0,5974.0,288.0,21,1093,80,8798,7670,126255,true
426,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,MultiRequest,"sendRequest(List<Address>, long, RequestOptions)",3.0,0.0,3.0,2.0,0.0,5.0,25.0,7.0,0.0,6.0,0.0,15.0,0.666666666666667,5.0,12.0,6.0,0.0,9.0,0.0,0.555555555555556,0.0,4.0,0.0,19.0,1.0,4.0,9.0,15.0,3.0,19.0,2.0,356.0,327.0,609.0,0.318681318681319,0.0,14.0,67.0,0.0,73.0,0.740740740740741,0.846153846153846,67.0,3.84210526315789,4.46666666666667,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
428,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,ReplCache,"get(K)",1.0,3.0,7.0,2.0,10.0,5.0,55.0,19.0,0.0,8.0,0.0,15.0,0.0,8.0,28.0,0.0,0.0,14.0,0.0,0.571428571428571,2.0,10.0,9.0,56.0,1.0,31.0,24.0,46.0,24.0,0.0,1.0,979.0,924.0,4231.0,0.0,0.0,21.0,116.0,0.0,160.0,1.01818181818182,0.803921568627451,148.0,2.85714285714286,3.21739130434783,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,true
430,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,ReplCache.CustomMarshaller,"objectToByteBuffer(Object)",1.0,0.0,2.0,1.0,0.0,5.0,42.0,7.0,0.0,7.0,0.0,13.0,0.666666666666667,3.0,8.0,4.0,0.0,6.0,0.0,0.5,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,4.0,0.0,1.0,77.0,77.0,36.0,0.0,0.0,4.0,11.0,0.0,15.0,2.0,1.0,15.0,7.5,7.5,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
432,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.blocks,AbstractConnectionMap.Reaper,"run()",0.0,0.0,4.0,1.0,0.0,5.0,20.0,4.0,0.0,3.0,0.0,7.0,0.0,3.0,8.0,0.0,0.0,4.0,0.0,0.75,1.0,0.0,0.0,3.0,0.0,7.0,5.0,3.0,1.0,0.0,1.0,44.0,44.0,32.0,0.0,0.0,8.0,9.0,0.0,11.0,1.5,1.0,11.0,3.66666666666667,3.66666666666667,103.0,748.0,11.0,17025.0,928.0,21,1093,80,8798,7670,126255,false
439,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,PropertiesToXML,"recurse(List<Class<?>>, String, Class<? extends Annotation>)",3.0,0.0,0.0,0.0,0.0,5.0,21.0,8.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,11.0,1.0,0.0,1.0,339.0,339.0,62.0,0.0,0.0,7.0,16.0,0.0,45.0,1.1,1.0,45.0,4.09090909090909,4.09090909090909,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,false
442,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,Util,"objectToStream(Object, DataOutputStream)",2.0,3.0,0.0,0.0,3.0,5.0,75.0,15.0,0.0,7.0,0.0,21.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,218.0,0.0,37.0,34.0,218.0,22.0,0.0,1.0,3856.0,3856.0,35562.0,0.00041405962458594,1.0,40.0,314.0,0.0,774.0,0.991202346041056,0.995238095238095,774.0,3.55045871559633,3.55045871559633,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,true
446,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.util,Proxy,"main(String[])",1.0,0.0,0.0,0.0,0.0,5.0,76.0,14.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,3.0,21.0,10.0,0.0,1.0,787.0,787.0,162.0,0.0350877192982456,0.0,0.0,25.0,0.0,86.0,0.97,1.0,86.0,4.0952380952381,4.0952380952381,72.0,783.0,8.0,11259.0,840.0,21,1093,80,8798,7670,126255,true
449,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,TP.IncomingPacket,"run()",0.0,0.0,5.0,3.0,0.0,5.0,58.0,12.0,0.0,11.0,0.0,19.0,0.444444444444444,6.0,24.0,4.0,0.0,12.0,0.0,0.5,1.0,0.0,0.0,3.0,0.0,9.0,6.0,3.0,3.0,0.0,1.0,82.0,82.0,76.0,1.0,0.0,8.0,17.0,0.0,15.0,0.833333333333333,1.0,15.0,5.0,5.0,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,true
456,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,COMPRESS,"down(Event)",1.0,0.0,6.0,2.0,0.0,5.0,42.0,8.0,0.0,9.0,0.0,21.0,0.454545454545455,4.0,9.0,5.0,0.0,10.0,0.0,0.4,0.0,0.0,1.0,5.0,4.0,6.0,4.0,5.0,5.0,33.0,2.0,174.0,174.0,60.0,0.833333333333333,0.0,14.0,63.0,0.0,25.0,0.8,1.0,25.0,5.0,5.0,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,true
458,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,SCOPE.QueueThread,"run()",0.0,0.0,3.0,2.0,0.0,5.0,30.0,7.0,0.0,2.0,0.0,7.0,0.4,4.0,14.0,2.0,0.0,7.0,0.0,0.571428571428571,1.0,0.0,0.0,2.0,0.0,3.0,4.0,2.0,2.0,0.0,1.0,53.0,53.0,28.0,1.0,0.0,5.0,9.0,0.0,8.0,1.0,1.0,8.0,4.0,4.0,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,false
464,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.protocols,UNICAST2,"handleDataReceived(Address, long, long, boolean, Message, Event)",6.0,0.0,6.0,3.0,0.0,5.0,108.0,25.0,0.0,16.0,0.0,34.0,0.444444444444444,4.0,19.0,8.0,0.0,13.0,0.0,0.307692307692308,2.0,15.0,4.0,41.0,7.0,17.0,13.0,26.0,17.0,30.0,2.0,931.0,829.0,2032.0,0.102272727272727,1.0,18.0,136.0,0.0,153.0,0.913235294117647,0.53125,130.0,3.73170731707317,5.0,168.0,690.0,0.0,21327.0,989.0,21,1093,80,8798,7670,126255,true
469,/mnt/qualitas/qualitas_corpus_compile/jgroups-2.10.0,org.jgroups.stack,Configurator,"createProtocols(Vector<ProtocolConfiguration>, ProtocolStack)",2.0,0.0,2.0,2.0,0.0,5.0,38.0,8.0,0.0,9.0,0.0,13.0,0.0,4.0,10.0,0.0,0.0,7.0,0.0,0.571428571428571,1.0,0.0,3.0,36.0,0.0,16.0,15.0,36.0,2.0,0.0,1.0,1485.0,1485.0,2294.0,0.0338461538461538,0.0,14.0,90.0,0.0,212.0,0.914285714285714,1.0,212.0,5.88888888888889,5.88888888888889,39.0,311.0,1.0,6940.0,384.0,21,1093,80,8798,7670,126255,false
